i,creation_time
0,0.008876323699951172
0,0.008521318435668945
0,0.007813692092895508
0,0.008330821990966797
0,0.00788426399230957
0,0.009054422378540039
0,0.008988142013549805
0,0.008146047592163086
0,0.008271932601928711
0,0.008762359619140625
0,0.008906126022338867
0,0.0075266361236572266
0,0.008055686950683594
0,0.007451057434082031
0,0.007627010345458984
0,0.00759434700012207
0,0.0077517032623291016
0,0.007800579071044922
0,0.007502317428588867
0,0.00792241096496582
0,0.008429527282714844
0,0.007488250732421875
0,0.007825374603271484
0,0.007871389389038086
0,0.008723258972167969
0,0.00764918327331543
0,0.0077419281005859375
0,0.00794363021850586
0,0.007584810256958008
0,0.007714509963989258
0,0.0077021121978759766
0,0.007640838623046875
0,0.008518695831298828
0,0.00817108154296875
0,0.007853507995605469
0,0.008038759231567383
0,0.00855875015258789
0,0.008053779602050781
0,0.007534027099609375
0,0.008252143859863281
0,0.007918596267700195
0,0.00903773307800293
0,0.008013010025024414
0,0.008628606796264648
0,0.008153676986694336
0,0.00791621208190918
0,0.008826255798339844
0,0.008088350296020508
0,0.007996082305908203
0,0.008253335952758789
0,0.007729291915893555
0,0.007979869842529297
0,0.007616281509399414
0,0.007464408874511719
0,0.00788736343383789
0,0.008334875106811523
0,0.0077059268951416016
0,0.008431673049926758
0,0.007877826690673828
0,0.00835728645324707
0,0.007865190505981445
0,0.007743358612060547
0,0.0077075958251953125
0,0.007752895355224609
0,0.00825810432434082
0,0.007933855056762695
0,0.008931398391723633
0,0.009559154510498047
0,0.007815361022949219
0,0.008533000946044922
0,0.00848078727722168
0,0.008163690567016602
0,0.007951736450195312
0,0.008132457733154297
0,0.008495807647705078
0,0.007932424545288086
0,0.008050918579101562
0,0.008394002914428711
0,0.00864410400390625
0,0.008888483047485352
0,0.007928848266601562
0,0.008541107177734375
0,0.008572101593017578
0,0.007921457290649414
0,0.007712364196777344
0,0.007738351821899414
0,0.008256196975708008
0,0.00800466537475586
0,0.008229970932006836
0,0.008273124694824219
0,0.00819253921508789
0,0.00837087631225586
0,0.007779359817504883
0,0.008173465728759766
0,0.008105039596557617
0,0.008887052536010742
0,0.008275032043457031
0,0.008514642715454102
0,0.00810098648071289
0,0.008298873901367188
0,0.00838017463684082
0,0.008320808410644531
0,0.00908660888671875
0,0.008095026016235352
0,0.008285045623779297
0,0.007988214492797852
0,0.008243083953857422
0,0.008093595504760742
0,0.0077588558197021484
0,0.007966041564941406
0,0.007806062698364258
0,0.008224010467529297
0,0.007515907287597656
0,0.007661342620849609
0,0.007933855056762695
0,0.007796525955200195
0,0.007681131362915039
0,0.008049964904785156
0,0.007990837097167969
0,0.00814509391784668
0,0.007834196090698242
0,0.008327484130859375
0,0.007733583450317383
0,0.007955312728881836
0,0.007711648941040039
0,0.008324384689331055
0,0.0077419281005859375
0,0.0074574947357177734
0,0.007892608642578125
0,0.0075414180755615234
0,0.007706880569458008
0,0.007731914520263672
0,0.008005380630493164
0,0.008645296096801758
0,0.008454084396362305
0,0.007979154586791992
0,0.008231401443481445
0,0.008314132690429688
0,0.007813453674316406
0,0.007990598678588867
0,0.00786900520324707
0,0.007962465286254883
0,0.008263587951660156
0,0.008927583694458008
0,0.008449792861938477
0,0.00797724723815918
0,0.008287906646728516
0,0.007879257202148438
0,0.008636951446533203
0,0.008271932601928711
0,0.008359670639038086
0,0.007863521575927734
0,0.00764155387878418
0,0.008439779281616211
0,0.009155750274658203
0,0.007921457290649414
0,0.007745027542114258
0,0.008414268493652344
0,0.0077495574951171875
0,0.007847070693969727
0,0.008989572525024414
0,0.007843732833862305
0,0.008174419403076172
0,0.008877992630004883
0,0.008414745330810547
0,0.008622407913208008
0,0.009002208709716797
0,0.00812840461730957
0,0.007933855056762695
0,0.007967472076416016
0,0.008093833923339844
0,0.008259057998657227
0,0.007848978042602539
0,0.008119821548461914
0,0.007908821105957031
0,0.007983684539794922
0,0.008026838302612305
0,0.007665395736694336
0,0.00797891616821289
0,0.007942438125610352
0,0.007660865783691406
0,0.007750272750854492
0,0.0077915191650390625
0,0.007714271545410156
0,0.0078084468841552734
0,0.007980823516845703
0,0.007837057113647461
0,0.007796525955200195
0,0.0077359676361083984
0,0.0076673030853271484
0,0.008973121643066406
0,0.007720232009887695
0,0.00796818733215332
0,0.008910894393920898
0,0.009061098098754883
0,0.007848024368286133
0,0.008195161819458008
0,0.008266687393188477
0,0.008209705352783203
0,0.00870966911315918
0,0.0077626705169677734
0,0.00851750373840332
0,0.0076334476470947266
0,0.007790088653564453
0,0.008023977279663086
0,0.007853269577026367
0,0.0075986385345458984
0,0.00754094123840332
0,0.007838726043701172
0,0.008039712905883789
0,0.00840616226196289
0,0.008083820343017578
0,0.008474349975585938
0,0.007783412933349609
0,0.008136987686157227
0,0.00774383544921875
0,0.008223295211791992
0,0.007730960845947266
0,0.007760286331176758
0,0.007863044738769531
0,0.007756471633911133
0,0.007918596267700195
0,0.007973432540893555
0,0.00778961181640625
0,0.008095979690551758
0,0.00763702392578125
0,0.007745027542114258
0,0.0077130794525146484
0,0.007770061492919922
0,0.007728099822998047
0,0.0077359676361083984
0,0.008147478103637695
0,0.007381916046142578
0,0.0075643062591552734
0,0.00913095474243164
0,0.007651567459106445
0,0.007704019546508789
0,0.008368968963623047
0,0.007646322250366211
0,0.007998943328857422
0,0.007586479187011719
0,0.007806539535522461
0,0.0077702999114990234
0,0.008775472640991211
0,0.0076749324798583984
0,0.00774383544921875
0,0.008125543594360352
0,0.007774829864501953
0,0.007706165313720703
0,0.007810831069946289
0,0.007892370223999023
0,0.007636308670043945
0,0.008528709411621094
0,0.008506536483764648
0,0.008304119110107422
0,0.008599042892456055
0,0.008052825927734375
0,0.008452415466308594
0,0.00877237319946289
0,0.008182048797607422
0,0.008275985717773438
0,0.008290529251098633
0,0.008586645126342773
0,0.008136749267578125
0,0.008466720581054688
0,0.00798654556274414
0,0.008149385452270508
0,0.008299589157104492
0,0.008497238159179688
0,0.008797645568847656
0,0.00822305679321289
0,0.007950305938720703
0,0.008294105529785156
0,0.008428096771240234
0,0.008419275283813477
0,0.008119344711303711
0,0.008903741836547852
0,0.008766412734985352
0,0.008203268051147461
0,0.00840449333190918
0,0.00831913948059082
0,0.008240222930908203
0,0.008367538452148438
0,0.008182525634765625
0,0.009273052215576172
0,0.007948637008666992
0,0.008390665054321289
0,0.007765293121337891
0,0.008253097534179688
0,0.008702278137207031
0,0.007937431335449219
0,0.008626222610473633
0,0.008282184600830078
0,0.008177757263183594
0,0.008360147476196289
0,0.008323192596435547
0,0.008130073547363281
0,0.008248090744018555
0,0.008511066436767578
0,0.008287668228149414
0,0.008115053176879883
0,0.008389472961425781
0,0.00870060920715332
0,0.008472681045532227
0,0.008369922637939453
0,0.008246660232543945
0,0.007941961288452148
0,0.008562564849853516
0,0.008408784866333008
0,0.008527040481567383
0,0.008418798446655273
0,0.007905721664428711
0,0.008400440216064453
0,0.008024454116821289
0,0.008177757263183594
0,0.008359909057617188
0,0.008598089218139648
0,0.008850574493408203
0,0.007807016372680664
0,0.00770258903503418
0,0.008275032043457031
0,0.007895469665527344
0,0.008025646209716797
0,0.008362293243408203
0,0.008566617965698242
0,0.008465290069580078
0,0.008685827255249023
0,0.008388996124267578
0,0.007756471633911133
0,0.008111715316772461
0,0.00805807113647461
0,0.008533477783203125
0,0.007749795913696289
0,0.008333444595336914
0,0.007877588272094727
0,0.008538246154785156
0,0.007814645767211914
0,0.008278608322143555
0,0.008362531661987305
0,0.008867025375366211
0,0.008285999298095703
0,0.008195161819458008
0,0.00769805908203125
0,0.008292198181152344
0,0.007932424545288086
0,0.008790016174316406
0,0.008774280548095703
0,0.008547067642211914
0,0.007903099060058594
0,0.008401632308959961
0,0.008132219314575195
0,0.008841276168823242
0,0.008742332458496094
0,0.008418798446655273
0,0.008088827133178711
0,0.008194446563720703
0,0.007843255996704102
0,0.007837533950805664
0,0.007920503616333008
0,0.008684396743774414
0,0.00801849365234375
0,0.00842142105102539
0,0.007966279983520508
0,0.007937192916870117
0,0.00829458236694336
0,0.007721900939941406
0,0.007952213287353516
0,0.008716821670532227
0,0.008028984069824219
0,0.009338140487670898
0,0.007919549942016602
0,0.00820159912109375
0,0.007772207260131836
0,0.0074825286865234375
0,0.007863283157348633
0,0.008769750595092773
0,0.007765054702758789
0,0.0076751708984375
0,0.007582426071166992
0,0.00753331184387207
0,0.008259057998657227
0,0.008496761322021484
0,0.007827997207641602
0,0.008188247680664062
0,0.008007049560546875
0,0.009130716323852539
0,0.0077362060546875
0,0.007858991622924805
0,0.007775068283081055
0,0.007754087448120117
0,0.007729053497314453
0,0.008607625961303711
0,0.007742166519165039
0,0.008275985717773438
0,0.008895158767700195
0,0.00835871696472168
0,0.008122682571411133
0,0.008568525314331055
0,0.009035825729370117
0,0.007751941680908203
0,0.008101463317871094
0,0.00850224494934082
0,0.008257150650024414
0,0.008485078811645508
0,0.008047103881835938
0,0.007566690444946289
0,0.008334875106811523
0,0.00783991813659668
0,0.008234262466430664
0,0.0077359676361083984
0,0.008734941482543945
0,0.007925987243652344
0,0.008335590362548828
0,0.008671998977661133
0,0.007784128189086914
0,0.008034706115722656
0,0.008716583251953125
0,0.00830531120300293
0,0.008794784545898438
0,0.008152484893798828
0,0.00784921646118164
0,0.00910639762878418
0,0.008769750595092773
0,0.007718801498413086
